Date,Price,Volume,Ticker
2022-05-10,2122.28,,AGG
2022-05-09,2117.01,,AGG
2022-05-06,2107.59,,AGG
2022-05-05,2116.12,,AGG
2022-05-04,2133.1,,AGG
2022-05-03,2122.48,,AGG
2022-05-02,2118.67,,AGG
2022-04-29,2131.31,,AGG
2022-04-28,2142.21,,AGG
2022-04-27,2144.85,,AGG
2022-04-26,2152.19,,AGG
2022-04-25,2142.81,,AGG
2022-04-22,2131.63,,AGG
2022-04-21,2135.76,,AGG
2022-04-20,2146.14,,AGG
2022-04-19,2134.49,,AGG
2022-04-18,2147.5,,AGG
2022-04-14,2154.04,,AGG
2022-04-13,2167.72,,AGG
2022-04-12,2165.82,,AGG
2022-04-11,2159.42,,AGG
2022-04-08,2169.28,,AGG
2022-04-07,2180.82,,AGG
2022-04-06,2184.91,,AGG
2022-04-05,2191.46,,AGG
2022-04-04,2210.77,,AGG
2022-04-01,2209.45,,AGG
2022-03-31,2215.38,,AGG
2022-03-30,2213.93,,AGG
2022-03-29,2206.96,,AGG
2022-03-28,2196.89,,AGG
2022-03-25,2192.96,,AGG
2022-03-24,2209.6,,AGG
2022-03-23,2218.0,,AGG
2022-03-22,2205.71,,AGG
2022-03-21,2213.34,,AGG
2022-03-18,2233.56,,AGG
2022-03-17,2227.03,,AGG
2022-03-16,2225.32,,AGG
2022-03-15,2222.09,,AGG
2022-03-14,2221.48,,AGG
2022-03-11,2242.33,,AGG
2022-03-10,2243.5,,AGG
2022-03-09,2253.78,,AGG
2022-03-08,2259.98,,AGG
2022-03-07,2272.31,,AGG
2022-03-04,2282.39,,AGG
2022-03-03,2271.56,,AGG
2022-03-02,2264.32,,AGG
2022-03-01,2291.97,,AGG
2022-02-28,2278.69,,AGG
2022-02-25,2260.98,,AGG
2022-02-24,2258.35,,AGG
2022-02-23,2256.73,,AGG
2022-02-22,2266.67,,AGG
2022-02-18,2268.54,,AGG
2022-02-17,2264.43,,AGG
2022-02-16,2259.51,,AGG
2022-02-15,2257.0,,AGG
2022-02-14,2261.78,,AGG
2022-02-11,2273.9,,AGG
2022-02-10,2259.76,,AGG
2022-02-09,2279.21,,AGG
2022-02-08,2278.35,,AGG
2022-02-07,2284.37,,AGG
2022-02-04,2283.23,,AGG
2022-02-03,2298.59,,AGG
2022-02-02,2306.09,,AGG
2022-02-01,2302.89,,AGG
2022-01-31,2304.4,,AGG
2022-01-28,2305.06,,AGG
2022-01-27,2303.38,,AGG
2022-01-26,2297.5,,AGG
2022-01-25,2309.08,,AGG
2022-01-24,2311.11,,AGG
2022-01-21,2313.35,,AGG
2022-01-20,2306.28,,AGG
2022-01-19,2303.77,,AGG
2022-01-18,2297.99,,AGG
2022-01-14,2312.21,,AGG
2022-01-13,2324.36,,AGG
2022-01-12,2320.42,,AGG
2022-01-11,2321.06,,AGG
2022-01-10,2316.87,,AGG
2022-01-07,2319.03,,AGG
2022-01-06,2325.35,,AGG
2022-01-05,2328.43,,AGG
2022-01-04,2335.03,,AGG
2022-01-03,2336.1,,AGG
2021-12-31,2355.14,,AGG
2021-12-30,2351.67,,AGG
2021-12-29,2346.59,,AGG
2021-12-28,2353.71,,AGG
2021-12-27,2354.02,,AGG
2021-12-23,2351.45,,AGG
2021-12-22,2356.07,,AGG
2021-12-21,2353.18,,AGG
2021-12-20,2357.16,,AGG
2021-12-17,2360.23,,AGG
2021-12-16,2356.65,,AGG
2021-12-15,2352.55,,AGG
2021-12-14,2357.01,,AGG
2021-12-13,2360.13,,AGG
2021-12-10,2351.96,,AGG
2021-12-09,2352.18,,AGG
2021-12-08,2350.05,,AGG
2021-12-07,2356.97,,AGG
2021-12-06,2361.43,,AGG
2021-12-03,2368.92,,AGG
2021-12-02,2359.92,,AGG
2021-12-01,2363.32,,AGG
2021-11-30,2361.18,,AGG
2021-11-29,2354.29,,AGG
2021-11-26,2356.67,,AGG
2021-11-24,2339.13,,AGG
2021-11-23,2333.94,,AGG
2021-11-22,2343.09,,AGG
2021-11-19,2353.67,,AGG
2021-11-18,2349.39,,AGG
2021-11-17,2347.21,,AGG
2021-11-16,2342.37,,AGG
2021-11-15,2343.91,,AGG
2021-11-12,2351.53,,AGG
2021-11-10,2355.34,,AGG
2021-11-09,2371.64,,AGG
2021-11-08,2364.72,,AGG
2021-11-05,2369.3,,AGG
2021-11-04,2359.4,,AGG
2021-11-03,2351.25,,AGG
2021-11-02,2355.94,,AGG
2021-11-01,2351.92,,AGG
2021-10-29,2354.21,,AGG
2021-10-28,2353.27,,AGG
2021-10-27,2357.49,,AGG
2021-10-26,2347.79,,AGG
2021-10-25,2343.84,,AGG
2021-10-22,2342.09,,AGG
2021-10-21,2337.44,,AGG
2021-10-20,2342.19,,AGG
2021-10-19,2344.43,,AGG
2021-10-18,2350.34,,AGG
2021-10-15,2350.87,,AGG
2021-10-14,2356.72,,AGG
2021-10-13,2352.55,,AGG
2021-10-12,2347.99,,AGG
2021-10-08,2343.1,,AGG
2021-10-07,2348.29,,AGG
2021-10-06,2354.33,,AGG
2021-10-05,2353.57,,AGG
2021-10-04,2359.28,,AGG
2021-10-01,2361.4,,AGG
2021-09-30,2354.86,,AGG
2021-09-29,2354.38,,AGG
2021-09-28,2352.48,,AGG
2021-09-27,2361.23,,AGG
2021-09-24,2364.23,,AGG
2021-09-23,2368.44,,AGG
2021-09-22,2381.71,,AGG
2021-09-21,2379.79,,AGG
2021-09-20,2380.29,,AGG
2021-09-17,2373.67,,AGG
2021-09-16,2377.11,,AGG
2021-09-15,2381.38,,AGG
2021-09-14,2383.81,,AGG
2021-09-13,2377.75,,AGG
2021-09-10,2374.34,,AGG
2021-09-09,2378.68,,AGG
2021-09-08,2372.08,,AGG
2021-09-07,2368.35,,AGG
2021-09-03,2373.82,,AGG
2021-09-02,2377.94,,AGG
2021-09-01,2375.49,,AGG
2021-08-31,2375.43,,AGG
2021-08-30,2378.43,,AGG
2021-08-27,2375.18,,AGG
2021-08-26,2369.93,,AGG
2021-08-25,2368.86,,AGG
2021-08-24,2373.69,,AGG
2021-08-23,2377.7,,AGG
2021-08-20,2376.36,,AGG
2021-08-19,2376.97,,AGG
2021-08-18,2373.92,,AGG
2021-08-17,2373.34,,AGG
2021-08-16,2375.07,,AGG
2021-08-13,2372.52,,AGG
2021-08-12,2363.86,,AGG
2021-08-11,2364.58,,AGG
2021-08-10,2363.0,,AGG
2021-08-09,2366.72,,AGG
2021-08-06,2369.92,,AGG
2021-08-05,2380.47,,AGG
2021-08-04,2385.78,,AGG
2021-08-03,2385.81,,AGG
2021-08-02,2385.72,,AGG
2021-07-30,2379.96,,AGG
2021-07-29,2376.35,,AGG
2021-07-28,2379.93,,AGG
2021-07-27,2378.52,,AGG
2021-07-26,2372.78,,AGG
2021-07-23,2374.12,,AGG
2021-07-22,2376.76,,AGG
2021-07-21,2371.01,,AGG
2021-07-20,2378.62,,AGG
2021-07-19,2381.39,,AGG
2021-07-16,2369.54,,AGG
2021-07-15,2371.17,,AGG
2021-07-14,2365.74,,AGG
2021-07-13,2357.84,,AGG
2021-07-12,2363.49,,AGG
2021-07-09,2363.88,,AGG
2021-07-08,2372.25,,AGG
2021-07-07,2369.34,,AGG
2021-07-06,2365.13,,AGG
2021-07-02,2356.68,,AGG
2021-07-01,2352.59,,AGG
2021-06-30,2353.64,,AGG
2021-06-29,2351.66,,AGG
2021-06-28,2350.38,,AGG
2021-06-25,2344.13,,AGG
2021-06-24,2348.38,,AGG
2021-06-23,2347.73,,AGG
2021-06-22,2350.02,,AGG
2021-06-21,2346.97,,AGG
2021-06-18,2353.83,,AGG
2021-06-17,2346.32,,AGG
2021-06-16,2338.96,,AGG
2021-06-15,2345.96,,AGG
2021-06-14,2346.07,,AGG
2021-06-11,2351.15,,AGG
2021-06-10,2352.59,,AGG
2021-06-09,2348.03,,AGG
2021-06-08,2342.82,,AGG
2021-06-07,2338.75,,AGG
2021-06-04,2340.14,,AGG
2021-06-03,2331.49,,AGG
2021-06-02,2335.58,,AGG
2021-06-01,2333.93,,AGG
2021-05-31,2337.22,,AGG
2021-05-28,2337.22,,AGG
2021-05-27,2334.29,,AGG
2021-05-26,2337.08,,AGG
2021-05-25,2338.68,,AGG
2021-05-24,2332.52,,AGG
2021-05-21,2329.13,,AGG
2021-05-20,2327.73,,AGG
2021-05-19,2321.84,,AGG
2021-05-18,2325.59,,AGG
2021-05-17,2326.16,,AGG
2021-05-14,2327.41,,AGG
2021-05-13,2322.6,,AGG
2021-05-12,2319.53,,AGG
2021-05-11,2327.01,,AGG
2021-05-10,2331.52,,AGG
2021-05-07,2336.08,,AGG
2021-05-06,2336.14,,AGG
2021-05-05,2334.78,,AGG
2021-05-04,2332.84,,AGG
2021-05-03,2330.83,,AGG
2021-04-30,2329.61,,AGG
2021-04-29,2327.36,,AGG
2021-04-28,2328.75,,AGG
2021-04-27,2327.41,,AGG
2021-04-26,2332.69,,AGG
2021-04-23,2333.78,,AGG
2021-04-22,2334.94,,AGG
2021-04-21,2333.81,,AGG
2021-04-20,2332.19,,AGG
2021-04-19,2328.8,,AGG
2021-04-16,2330.78,,AGG
2021-04-15,2335.78,,AGG
2021-04-14,2326.82,,AGG
2021-04-13,2327.93,,AGG
2021-04-12,2322.31,,AGG
2021-04-09,2322.75,,AGG
2021-04-08,2325.33,,AGG
2021-04-07,2319.95,,AGG
2021-04-06,2322.26,,AGG
2021-04-05,2316.12,,AGG
2021-04-02,2313.58,,AGG
2021-04-01,2318.97,,AGG
2021-03-31,2311.35,,AGG
2021-03-30,2311.53,,AGG
2021-03-29,2309.91,,AGG
2021-03-26,2313.67,,AGG
2021-03-25,2317.08,,AGG
2021-03-24,2319.96,,AGG
2021-03-23,2317.37,,AGG
2021-03-22,2311.42,,AGG
2021-03-19,2305.61,,AGG
2021-03-18,2304.57,,AGG
2021-03-17,2311.76,,AGG
2021-03-16,2313.51,,AGG
2021-03-15,2314.19,,AGG
2021-03-12,2311.98,,AGG
2021-03-11,2324.22,,AGG
2021-03-10,2324.58,,AGG
2021-03-09,2321.54,,AGG
2021-03-08,2315.02,,AGG
2021-03-05,2321.91,,AGG
2021-03-04,2324.06,,AGG
2021-03-03,2331.45,,AGG
2021-03-02,2338.99,,AGG
2021-03-01,2336.53,,AGG
2021-02-26,2340.58,,AGG
2021-02-25,2321.15,,AGG
2021-02-24,2339.48,,AGG
2021-02-23,2342.11,,AGG
2021-02-22,2343.2,,AGG
2021-02-19,2349.07,,AGG
2021-02-18,2356.34,,AGG
2021-02-17,2356.81,,AGG
2021-02-16,2353.19,,AGG
2021-02-12,2362.57,,AGG
2021-02-11,2369.41,,AGG
2021-02-10,2372.0,,AGG
2021-02-09,2368.54,,AGG
2021-02-08,2368.01,,AGG
2021-02-05,2365.54,,AGG
2021-02-04,2368.53,,AGG
2021-02-03,2368.46,,AGG
2021-02-02,2372.61,,AGG
2021-02-01,2375.98,,AGG
2021-01-29,2374.87,,AGG
2021-01-28,2377.02,,AGG
2021-01-27,2379.5,,AGG
2021-01-26,2378.8,,AGG
2021-01-25,2379.43,,AGG
2021-01-22,2374.15,,AGG
2021-01-21,2373.36,,AGG
2021-01-20,2376.89,,AGG
2021-01-19,2376.29,,AGG
2021-01-15,2373.88,,AGG
2021-01-14,2370.75,,AGG
2021-01-13,2374.21,,AGG
2021-01-12,2366.53,,AGG
2021-01-11,2367.19,,AGG
2021-01-08,2369.46,,AGG
2021-01-07,2371.9,,AGG
2021-01-06,2373.41,,AGG
2021-01-05,2384.74,,AGG
2021-01-04,2390.63,,AGG
2020-12-31,2392.02,,AGG
2020-12-30,2389.83,,AGG
2020-12-29,2388.25,,AGG
2020-12-28,2387.8,,AGG
2020-12-24,2386.81,,AGG
2020-12-23,2383.85,,AGG
2020-12-22,2387.28,,AGG
2020-12-21,2383.94,,AGG
2020-12-18,2383.43,,AGG
2020-12-17,2384.99,,AGG
2020-12-16,2384.79,,AGG
2020-12-15,2383.74,,AGG
2020-12-14,2386.09,,AGG
2020-12-11,2385.33,,AGG
2020-12-10,2383.92,,AGG
2020-12-09,2378.46,,AGG
2020-12-08,2382.96,,AGG
2020-12-07,2382.03,,AGG
2020-12-04,2377.09,,AGG
2020-12-03,2383.12,,AGG
2020-12-02,2378.33,,AGG
2020-12-01,2380.17,,AGG
2020-11-30,2388.73,,AGG
2020-11-27,2387.01,,AGG
2020-11-25,2382.19,,AGG
2020-11-24,2382.54,,AGG
2020-11-23,2385.23,,AGG
2020-11-20,2387.76,,AGG
2020-11-19,2384.04,,AGG
2020-11-18,2379.3,,AGG
2020-11-17,2378.46,,AGG
2020-11-16,2373.9,,AGG
2020-11-13,2373.73,,AGG
2020-11-12,2373.66,,AGG
2020-11-10,2363.98,,AGG
2020-11-09,2365.62,,AGG
2020-11-06,2377.02,,AGG
2020-11-05,2381.77,,AGG
2020-11-04,2379.47,,AGG
2020-11-03,2365.14,,AGG
2020-11-02,2367.36,,AGG
2020-10-30,2365.52,,AGG
2020-10-29,2367.17,,AGG
2020-10-28,2372.9,,AGG
2020-10-27,2374.34,,AGG
2020-10-26,2371.1,,AGG
2020-10-23,2366.46,,AGG
2020-10-22,2365.23,,AGG
2020-10-21,2368.25,,AGG
2020-10-20,2369.86,,AGG
2020-10-19,2374.76,,AGG
2020-10-16,2376.47,,AGG
2020-10-15,2376.77,,AGG
2020-10-14,2378.23,,AGG
2020-10-13,2377.49,,AGG
2020-10-09,2370.83,,AGG
2020-10-08,2371.27,,AGG
2020-10-07,2368.35,,AGG
2020-10-06,2373.12,,AGG
2020-10-05,2368.67,,AGG
2020-10-02,2374.95,,AGG
2020-10-01,2376.86,,AGG
2020-09-30,2376.13,,AGG
2020-09-29,2379.64,,AGG
2020-09-28,2376.97,,AGG
2020-09-25,2377.03,,AGG
2020-09-24,2378.49,,AGG
2020-09-23,2379.01,,AGG
2020-09-22,2380.93,,AGG
2020-09-21,2379.79,,AGG
2020-09-18,2379.15,,AGG
2020-09-17,2381.32,,AGG
2020-09-16,2380.05,,AGG
2020-09-15,2380.89,,AGG
2020-09-14,2382.15,,AGG
2020-09-11,2381.36,,AGG
2020-09-10,2379.31,,AGG
2020-09-09,2376.84,,AGG
2020-09-08,2379.5,,AGG
2020-09-04,2375.45,,AGG
2020-09-03,2389.5,,AGG
2020-09-02,2386.8,,AGG
2020-09-01,2381.83,,AGG
2020-08-31,2377.43,,AGG
2020-08-28,2371.84,,AGG
2020-08-27,2370.12,,AGG
2020-08-26,2377.86,,AGG
2020-08-25,2379.52,,AGG
2020-08-24,2383.79,,AGG
2020-08-21,2383.89,,AGG
2020-08-20,2382.88,,AGG
2020-08-19,2380.02,,AGG
2020-08-18,2380.55,,AGG
2020-08-17,2379.37,,AGG
2020-08-14,2377.51,,AGG
2020-08-13,2378.97,,AGG
2020-08-12,2385.33,,AGG
2020-08-11,2387.37,,AGG
2020-08-10,2398.04,,AGG
2020-08-07,2399.26,,AGG
2020-08-06,2400.81,,AGG
2020-08-05,2398.22,,AGG
2020-08-04,2400.19,,AGG
2020-08-03,2394.39,,AGG
2020-07-31,2396.78,,AGG
2020-07-30,2395.6,,AGG
2020-07-29,2391.14,,AGG
2020-07-28,2391.05,,AGG
2020-07-27,2388.03,,AGG
2020-07-24,2389.64,,AGG
2020-07-23,2390.63,,AGG
2020-07-22,2388.58,,AGG
2020-07-21,2386.05,,AGG
2020-07-20,2382.52,,AGG
2020-07-17,2379.84,,AGG
2020-07-16,2380.99,,AGG
2020-07-15,2377.53,,AGG
2020-07-14,2377.91,,AGG
2020-07-13,2374.59,,AGG
2020-07-10,2374.28,,AGG
2020-07-09,2377.17,,AGG
2020-07-08,2370.5,,AGG
2020-07-07,2370.12,,AGG
2020-07-06,2365.6,,AGG
2020-07-02,2364.38,,AGG
2020-07-01,2360.82,,AGG
2020-06-30,2361.51,,AGG
2020-06-29,2361.53,,AGG
2020-06-26,2361.6,,AGG
2020-06-25,2357.01,,AGG
2020-06-24,2356.24,,AGG
2020-06-23,2355.31,,AGG
2020-06-22,2356.62,,AGG
2020-06-19,2356.75,,AGG
2020-06-18,2356.48,,AGG
2020-06-17,2353.05,,AGG
2020-06-16,2352.35,,AGG
2020-06-15,2352.55,,AGG
2020-06-12,2352.03,,AGG
2020-06-11,2355.95,,AGG
2020-06-10,2351.63,,AGG
2020-06-09,2344.41,,AGG
2020-06-08,2339.66,,AGG
2020-06-05,2335.21,,AGG
2020-06-04,2336.45,,AGG
2020-06-03,2341.09,,AGG
2020-06-02,2345.65,,AGG
2020-06-01,2345.27,,AGG
2020-05-29,2346.72,,AGG
2020-05-28,2339.31,,AGG
2020-05-27,2341.38,,AGG
2020-05-26,2339.08,,AGG
2020-05-22,2341.41,,AGG
2020-05-21,2340.13,,AGG
2020-05-20,2339.13,,AGG
2020-05-19,2331.45,,AGG
2020-05-18,2325.9,,AGG
2020-05-15,2333.18,,AGG
2020-05-14,2333.1,,AGG
2020-05-13,2328.6,,AGG
2020-05-12,2324.53,,AGG
2020-05-11,2318.34,,AGG
2020-05-08,2325.47,,AGG
2020-05-07,2332.19,,AGG
2020-05-06,2323.15,,AGG
2020-05-05,2330.31,,AGG
2020-05-04,2332.06,,AGG
2020-05-01,2333.13,,AGG
2020-04-30,2335.85,,AGG
2020-04-29,2335.43,,AGG
2020-04-28,2335.05,,AGG
2020-04-27,2329.4,,AGG
2020-04-24,2336.01,,AGG
2020-04-23,2335.06,,AGG
2020-04-22,2332.57,,AGG
2020-04-21,2335.38,,AGG
2020-04-20,2331.72,,AGG
2020-04-17,2330.43,,AGG
2020-04-16,2335.98,,AGG
2020-04-15,2331.92,,AGG
2020-04-14,2320.84,,AGG
2020-04-13,2318.35,,AGG
2020-04-09,2314.27,,AGG
2020-04-08,2300.47,,AGG
2020-04-07,2298.23,,AGG
2020-04-06,2297.54,,AGG
2020-04-03,2301.09,,AGG
2020-04-02,2298.95,,AGG
2020-04-01,2297.47,,AGG
2020-03-31,2295.05,,AGG
2020-03-30,2297.24,,AGG
2020-03-27,2284.4,,AGG
2020-03-26,2274.52,,AGG
2020-03-25,2262.99,,AGG
2020-03-24,2255.43,,AGG
2020-03-23,2248.08,,AGG
2020-03-20,2225.32,,AGG
2020-03-19,2211.31,,AGG
2020-03-18,2217.24,,AGG
2020-03-17,2264.0,,AGG
2020-03-16,2297.36,,AGG
2020-03-13,2277.54,,AGG
2020-03-12,2291.79,,AGG
2020-03-11,2310.54,,AGG
2020-03-10,2324.35,,AGG
2020-03-09,2359.95,,AGG
2020-03-06,2352.02,,AGG
2020-03-05,2328.0,,AGG
2020-03-04,2322.11,,AGG
2020-03-03,2318.97,,AGG
2020-03-02,2311.84,,AGG
2020-02-28,2308.64,,AGG
2020-02-27,2292.49,,AGG
2020-02-26,2293.36,,AGG
2020-02-25,2292.14,,AGG
2020-02-24,2287.94,,AGG
2020-02-21,2279.91,,AGG
2020-02-20,2273.82,,AGG
2020-02-19,2269.42,,AGG
2020-02-18,2270.76,,AGG
2020-02-14,2266.91,,AGG
